ID	Site	Layer	Site type	Longitude	Latitude	Country	Commune	Region	Date	Max Age	Min Age	Dating method	Lab Code	Climatic phase	MIS 	Stage	Reported climate	Excavated/ researched surface sq. M.	Other date	Comment	Reference	Industry	Typology	Production systems	Main typotechnology	Qnt of lithics	Overall Group Mobility	Mean Effort Per Raw Material	MaxDist	Sources	NTAXA	N_Ungulates	N_Carnivores	N_Microfauna	NISP_Ungulate	NISP_Carnivore	NISP_Microfauna	Felis silvestris	Felis (catus) minuta	Lynx pardinus (spelaea)	Lynx lynx	Panthera (leo) spelaea	Panthera pardus	Crocuta crocuta (spelaea)	Ursus deningeri	Ursus arctos	Ursus spelaeus	Ursus thibetanus	Martes martes	Meles meles	Mustela nivalis	Mustela putorius	Mustela palerminea	Mustela erminea	Lutra lutra	Gulo gulo	Canis lupus subsp.	Cuon alpinus (priscus)	Vulpes vulpes	Alopex lagopus	Sus scrofa	Alces alces	Cervus elaphus	Cervus simplicidens	Dama dama clactoniana	Dama dama	Megaloceros giganteus	Capreolus capreolus	Rangifer tarandus	Saiga tatarica	Rupicapra rupicapra	Rupicapra pyrenaica	Capra ibex	Capra pyrenaica	Capra caucasica	Hemitragus bonali	Hemitragus cedrensis	Ovibos moschatus	Bison priscus	Bos primigenius	Hippopotamus amphibius	Mammuthus primigenius	Palaeoloxodon / elephas antiquus	Dicerorhinus/ Stephanorhinus hemitoechus	Dicerorhinus / Stephanorhinus kirchenbergensis	Coelodonta antiquitatis	Equus caballus subsp	Equus hemionus	Equus hydruntinus	Ochotona pusilla	Oryctolagus cuniculus subsp.	Lepus timidus	Lepus europaeus	Erinaceus europaeus	Talpa europaea	Talpa romana	Sorex araneus	Sorex runtonensis	Sorex minutus	Neomys fodiens	Sicista subtilis	Allactaga major	Sciurus vulgaris	Marmota marmota	Spermophilus citellus	Spermophilus superciliosus	Glis glis	Eliomys quercinus	Muscardinus avellanarius	Pliomys episcopalis	Clethrionomys glareolus	Microtus oeconomus/malei	Microtus arvalis	Microtus agrestis	Microtus subterraneus	Microtus duodecimcostatus	Microtus multiplex	Microtus gerbei	Microtus gregalis	Microtus brecciensis	Arvicola terrestris	Arvicola sapidus	Lemmus lemmus	Dicrostonyx torquatus/gulielmi	Chionomys nivalis	Lagurus lagurus	Allocricetus bursae	Cricetus cricetus	Cricetulus migratorius	Myodes rutilus	Pliomys lenki	Apodemus sylvaticus	Micromys minutus	Castor fiber
4.1	Peyrelevade		Open air	1.28333	44.46667	France	St Vincent-Rive-d'Olt	Pays des Serres						Riss supérieur	6	Saalian				No faunal data	"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège."	Acheulean supérieur	Acheulean	Acheulean	Acheulean	3	2.708050201	2.708050201	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.1	Cabarroque		Open air	1.2404	44.1258	France	La Francaise	Pays des Serres						Riss supérieur	6	Saalian				Isolated finds	"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège."	Acheulean supérieur	Acheulean	Acheulean	Acheulean	1	1.609437912	1.609437912	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.1	Les Combes		Open air	1.066667	44.466667	France	Lacapelle-Cabanac	Haut-Agenais						Riss III	6	Saalian		5000		No fauna	"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Turq, A., 2000. L'Acheuléen. Paléo, 2(Numéro suppl.), 162-242."	Acheulean final	Acheulean	Acheulean	Acheulean	641	20.92970384	4.185940768	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.1	La Borde		Open air	0.85	44.883331	France	Grèze	Quercy						Rissian interstadial or Interglacial	7 or 5						"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Fauna: Slott-Moller, R., 1990. La faune. In: Jaubert, J., Lorblanchet, M., Laville, H., Slott-Moller, R.., Turq, A., and Brugal, J.-P., eds. Les chasseurs d'Aurochs de La Borde. Un site du Paléolithique moyen (Livernon, Lot). No 27: Documents d'Archéologie Francaise. Paris: Fondation de la Maison des sciences de l'Homme Paris, 34-68.; Lithics: Jaubert, J., 1990. Les industries lithiques: étude conventionelle. In: Jaubert, J., Lorblanchet, M., Laville, H., Slott-Moller, R.., Turq, A., and Brugal, J.-P., eds. Les chasseurs d'Aurochs de La Borde. Un site du Paléolithique moyen (Livernon, Lot). No 27: Documents d'Archéologie Francaise. Paris: Fondation de la Maison des sciences de l'Homme Paris, 70-102. Turq, A., 1990. Exploitation du milieu minéral: technologie, économie et circulation du silex. In: Jaubert, J., Lorblanchet, M., Laville, H., Slott-Moller, R.., Turq, A., and Brugal, J.-P., eds. Les chasseurs d'Aurochs de La Borde. Un site du Paléolithique moyen (Livernon, Lot). No 27: Documents d'Archéologie Francaise. Paris: Fondation de la Maison des sciences de l'Homme Paris, 104-115."	Denticulate Mousterian	Denticulate	Levallois	Levallois-denticulate	2814	34.74873455	4.343591819	42	12	5	4	1	0	430	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.1	Combe-Grenal	c.17	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and dry				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	519	23.44194387	3.906990645	40	6	6	5	1	0	129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.2	Combe-Grenal	c.18	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and dry				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	65	11.5360168	2.884004199	40	4	3	3	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.3	Combe-Grenal	c.19	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and dry				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	135	16.30199929	2.716999881	16	6	3	3	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.4	Combe-Grenal	c.20	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Mild and humid				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Denticulate Mousterian without Levallois	Denticulate	Quina	Quina	449	16.96519166	3.393038332	16	5	4	4	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.5	Combe-Grenal	c.21	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Mild and humid				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	514	21.77597659	4.355195317	40	5	11	7	4	0	244	10	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.6	Combe-Grenal	c.22	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Mild and humid				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	830	38.21605768	4.77700721	40	8	9	6	3	0	921	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.7	Combe-Grenal	c.23	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and dry				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.;Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	841	38.62396351	4.827995438	40	8	6	4	2	0	1060	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.8	Combe-Grenal	c.24	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and dry				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	239	28.08405143	3.510506429	40	8	5	5	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.9	Combe-Grenal	c.25	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and dry				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Neanderthal: Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	369	23.87642196	3.979403659	40	6	6	5	1	0	278	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.1	Combe-Grenal	c.26	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and humid				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Quina Mousterian	Quina	Quina	Quina	245	17.87574279	2.979290465	40	6	4	3	1	0	98	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.11	Combe-Grenal	c.27	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and humid				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Ferrassie Mousterian	Ferrassie	Levallois	Ante-Quina	719	23.34916992	4.669833985	40	5	6	5	1	0	287	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.12	Combe-Grenal	c.28	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and humid				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Typical Mousterian	Typical	Levallois	Ante-Quina	301	17.77042752	4.44260688	40	4	4	3	1	0	115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.13	Combe-Grenal	c.29	Abri	1.223	44.8084	France	Domme	Périgord						Würm II	3	Late Weichselian	Cold and humid				"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Faivre, J.-P., Discamps, E., Gravina, B., Turq, A., Guadelli, J.-L., and Lenoir, M., 2014. The contribution of lithic production systems to the interpretation of Mousterian industrial variability in south-western France: The example of Combe-Grenal (Dordogne, France). Quaternary International, 350, 227-240.; Turq, A., 2000. L'approvisionnement en matières premières lithiques. Paleo, 2(Numero Suppl), 391-415.; Chase, P.G., 1986. Relationships between Mousterian Lithic and Faunal Assemblages at Combe Grenal. Current Anthropology, 27(1), 69-71.; Vandermeersch, B., and Garralda, M.D., 2000. Les Néandertaliens de la grotte de Combe-Grenal (Domme, Dordogne, France). Paléo, 12(12), 213-259.; Fauna: Delpech, F., 1996. L'environnement animal des Moustériens Quina de Périgord. Paléo, 8(8), 31-46."	Typical Mousterian	Typical	Levallois	Ante-Quina	625	23.32753027	4.665506054	40	5	8	7	1	0	180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
